tranzaksiya_id,msisdn,tarix,tip,mebleg_azn,kanal,tesvir
TX00170,994995378383,20.06.2026 17:39,tarif_yenilenmesi,-7.99,onlayn ödəniş,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00312,994556372899,21.06.2026 03:52,balans_yoxlama_ussd,-0.19,Bakcell tətbiqi,Balans yoxlanışı (*100#)
TX00091,994996355150,21.06.2026 05:05,paketdenkenar_sms,-0.76,chatbot,"Paketdənkənar SMS (4 ədəd, 0.19₼)"
TX00084,994992616751,21.06.2026 08:08,paket_alisi,-29.0,USSD,İnternet paketi alındı: Aylıq 30 GB
TX00154,994557576283,21.06.2026 12:05,paket_alisi,-19.0,Bakcell tətbiqi,İnternet paketi alındı: Aylıq 15 GB
TX00274,994999284140,21.06.2026 16:21,balans_yoxlama_ussd,-0.19,USSD,Balans yoxlanışı (*100#)
TX00153,994557576283,21.06.2026 22:27,paketdenkenar_sms,-0.95,Bakcell tətbiqi,"Paketdənkənar SMS (5 ədəd, 0.19₼)"
TX00121,994559310025,22.06.2026 03:30,balans_artirma,1,chatbot,Balans artırıldı
TX00273,994999284140,22.06.2026 21:44,balans_artirma,1,555 zəng mərkəzi,Balans artırıldı
TX00346,994554577691,23.06.2026 06:50,balans_artirma,5,onlayn ödəniş,Balans artırıldı
TX00070,994559729975,23.06.2026 20:14,balans_artirma,3,onlayn ödəniş,Balans artırıldı
TX00286,994993816133,23.06.2026 23:35,balans_artirma,3,Bakcell tətbiqi,Balans artırıldı
TX00046,994557777412,24.06.2026 09:17,paketdenkenar_zeng,-1.8,onlayn ödəniş,"Paketdənkənar ölkədaxili zəng (6 dəq, 0.30₼/dəq)"
TX00199,994999183623,25.06.2026 10:21,paketdenkenar_sms,-0.95,555 zəng mərkəzi,"Paketdənkənar SMS (5 ədəd, 0.19₼)"
TX00135,994557760207,25.06.2026 21:36,balans_yoxlama_ussd,-0.19,Bakcell tətbiqi,Balans yoxlanışı (*100#)
TX00225,994996605366,27.06.2026 21:26,paket_alisi,-6.0,USSD,İnternet paketi alındı: Aylıq 1.5 GB
TX00085,994992616751,28.06.2026 06:39,paketdenkenar_sms,-0.38,Bakcell tətbiqi,"Paketdənkənar SMS (2 ədəd, 0.19₼)"
TX00057,994993537990,28.06.2026 07:03,tarif_yenilenmesi,-11.99,chatbot,Tarif yeniləndi: GO 11.99 (*905*2#)
TX00211,994550565294,28.06.2026 08:11,tarif_yenilenmesi,-7.99,USSD,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00005,994551815908,28.06.2026 12:47,tarif_yenilenmesi,-7.99,555 zəng mərkəzi,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00004,994551815908,28.06.2026 23:45,paketdenkenar_zeng,-2.4,onlayn ödəniş,"Paketdənkənar ölkədaxili zəng (8 dəq, 0.30₼/dəq)"
TX00043,994557777412,29.06.2026 23:06,tarif_deyisikliyi,-11.99,USSD,Tarif dəyişdirildi: GO 11.99 (keçid 0₼ + abunə haqqı)
TX00158,994992883143,30.06.2026 09:10,tarif_deyisikliyi,-19.99,USSD,Tarif dəyişdirildi: GO 19.99 (keçid 0₼ + abunə haqqı)
TX00031,994993212233,30.06.2026 14:04,balans_yoxlama_ussd,-0.19,onlayn ödəniş,Balans yoxlanışı (*100#)
TX00019,994995749118,30.06.2026 20:46,balans_artirma,20,Bakcell tətbiqi,Balans artırıldı
TX00089,994996355150,01.07.2026 03:56,paketdenkenar_zeng,-0.9,chatbot,"Paketdənkənar ölkədaxili zəng (3 dəq, 0.30₼/dəq)"
TX00110,994554072247,01.07.2026 04:32,paket_alisi,-1.5,chatbot,İnternet paketi alındı: Gündəlik 1 GB
TX00147,994997924708,01.07.2026 16:00,paket_alisi,-0.8,chatbot,İnternet paketi alındı: Gündəlik 300 MB
TX00094,994994628897,02.07.2026 03:53,paket_alisi,-19.0,USSD,İnternet paketi alındı: Aylıq 15 GB
TX00255,994995465925,03.07.2026 07:02,balans_artirma,1,Bakcell tətbiqi,Balans artırıldı
TX00317,994552359852,03.07.2026 17:07,balans_yoxlama_ussd,-0.19,555 zəng mərkəzi,Balans yoxlanışı (*100#)
TX00248,994999835503,03.07.2026 22:52,tarif_yenilenmesi,-7.99,555 zəng mərkəzi,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00200,994554449454,05.07.2026 02:18,balans_yoxlama_ussd,-0.19,USSD,Balans yoxlanışı (*100#)
TX00001,994551815908,05.07.2026 19:01,balans_artirma,10,Bakcell tətbiqi,Balans artırıldı
TX00271,994999284140,06.07.2026 05:22,paket_alisi,-19.0,chatbot,İnternet paketi alındı: Aylıq 15 GB
TX00169,994995378383,06.07.2026 10:14,balans_artirma,5,onlayn ödəniş,Balans artırıldı
TX00054,994558885393,06.07.2026 11:50,tarif_yenilenmesi,-19.99,onlayn ödəniş,Tarif yeniləndi: GO 19.99 (*920*2#)
TX00296,994999874906,07.07.2026 18:47,balans_artirma,50,onlayn ödəniş,Balans artırıldı
TX00061,994993537990,08.07.2026 20:06,paket_alisi,-1.5,USSD,İnternet paketi alındı: Gündəlik 1 GB
TX00217,994550565294,09.07.2026 07:15,paket_alisi,-2.0,USSD,İnternet paketi alındı: Limitsiz gecə interneti (00:00-08:00)
TX00218,994996605366,10.07.2026 03:07,balans_artirma,5,onlayn ödəniş,Balans artırıldı
TX00243,994550862019,10.07.2026 04:21,paket_alisi,-2.0,555 zəng mərkəzi,İnternet paketi alındı: Limitsiz gecə interneti (00:00-08:00)
TX00141,994991669156,10.07.2026 09:09,tarif_yenilenmesi,-19.99,Bakcell tətbiqi,Tarif yeniləndi: GO 19.99 (*920*2#)
TX00294,994999874906,10.07.2026 20:05,tarif_yenilenmesi,-7.99,onlayn ödəniş,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00113,994554072247,11.07.2026 02:26,balans_yoxlama_ussd,-0.19,Bakcell tətbiqi,Balans yoxlanışı (*100#)
TX00101,994550831240,13.07.2026 09:46,balans_artirma,5,USSD,Balans artırıldı
TX00011,994992819482,13.07.2026 18:54,paket_alisi,-6.0,USSD,İnternet paketi alındı: Aylıq 1.5 GB
TX00329,994554677096,14.07.2026 19:56,tarif_yenilenmesi,-11.99,USSD,Tarif yeniləndi: GO 11.99 (*905*2#)
TX00285,994993816133,14.07.2026 21:37,paketdenkenar_sms,-0.38,Bakcell tətbiqi,"Paketdənkənar SMS (2 ədəd, 0.19₼)"
TX00142,994991669156,15.07.2026 05:03,paket_alisi,-0.8,555 zəng mərkəzi,İnternet paketi alındı: Gündəlik 300 MB
TX00205,994557504310,15.07.2026 13:09,balans_artirma,10,chatbot,Balans artırıldı
TX00281,994550639436,15.07.2026 21:21,paket_alisi,-12.0,USSD,İnternet paketi alındı: Aylıq 6 GB
TX00116,994552690604,16.07.2026 04:35,balans_artirma,3,Bakcell tətbiqi,Balans artırıldı
TX00059,994993537990,16.07.2026 12:07,tarif_yenilenmesi,-11.99,Bakcell tətbiqi,Tarif yeniləndi: GO 11.99 (*905*2#)
TX00350,994552752368,16.07.2026 21:55,balans_artirma,50,Bakcell tətbiqi,Balans artırıldı
TX00003,994551815908,17.07.2026 20:27,paket_alisi,-1.5,Bakcell tətbiqi,İnternet paketi alındı: Gündəlik 1 GB
TX00232,994557293068,20.07.2026 10:36,tarif_deyisikliyi,-29.99,USSD,Tarif dəyişdirildi: GO Pro 29.99 (keçid 0₼ + abunə haqqı)
TX00017,994995749118,20.07.2026 13:51,paket_alisi,-19.0,onlayn ödəniş,İnternet paketi alındı: Aylıq 15 GB
TX00055,994558885393,20.07.2026 16:32,balans_artirma,3,555 zəng mərkəzi,Balans artırıldı
TX00130,994558341704,22.07.2026 01:49,paketdenkenar_zeng,-2.7,chatbot,"Paketdənkənar ölkədaxili zəng (9 dəq, 0.30₼/dəq)"
TX00330,994555856732,22.07.2026 03:15,balans_artirma,10,USSD,Balans artırıldı
TX00075,994997986828,23.07.2026 07:57,balans_artirma,50,Bakcell tətbiqi,Balans artırıldı
TX00068,994559729975,23.07.2026 16:35,balans_yoxlama_ussd,-0.19,onlayn ödəniş,Balans yoxlanışı (*100#)
TX00279,994550639436,23.07.2026 23:02,balans_artirma,20,chatbot,Balans artırıldı
TX00145,994997924708,24.07.2026 07:33,tarif_yenilenmesi,-7.99,555 zəng mərkəzi,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00187,994994610735,24.07.2026 09:04,paketdenkenar_zeng,-2.7,onlayn ödəniş,"Paketdənkənar ölkədaxili zəng (9 dəq, 0.30₼/dəq)"
TX00233,994557293068,24.07.2026 16:59,paketdenkenar_zeng,-1.5,onlayn ödəniş,"Paketdənkənar ölkədaxili zəng (5 dəq, 0.30₼/dəq)"
TX00053,994558885393,25.07.2026 05:01,balans_artirma,20,chatbot,Balans artırıldı
TX00160,994557180023,25.07.2026 05:06,paket_alisi,-2.0,555 zəng mərkəzi,İnternet paketi alındı: Limitsiz gecə interneti (00:00-08:00)
TX00188,994994610735,26.07.2026 06:46,balans_yoxlama_ussd,-0.19,555 zəng mərkəzi,Balans yoxlanışı (*100#)
TX00349,994552752368,26.07.2026 11:38,balans_artirma,1,USSD,Balans artırıldı
TX00234,994997872009,26.07.2026 11:54,tarif_yenilenmesi,-59.99,Bakcell tətbiqi,Tarif yeniləndi: GO Pro 59.99 (*960*2#)
TX00166,994557180023,26.07.2026 12:52,balans_artirma,3,onlayn ödəniş,Balans artırıldı
TX00027,994993212233,27.07.2026 01:51,tarif_yenilenmesi,-7.99,555 zəng mərkəzi,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00192,994554544091,27.07.2026 11:01,tarif_yenilenmesi,-7.99,USSD,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00060,994993537990,27.07.2026 17:47,balans_artirma,20,chatbot,Balans artırıldı
TX00196,994999183623,28.07.2026 01:29,paketdenkenar_sms,-0.19,555 zəng mərkəzi,"Paketdənkənar SMS (1 ədəd, 0.19₼)"
TX00052,994558885393,29.07.2026 01:26,paket_alisi,-2.0,chatbot,İnternet paketi alındı: Limitsiz gecə interneti (00:00-08:00)
TX00198,994999183623,29.07.2026 05:55,balans_artirma,1,chatbot,Balans artırıldı
TX00315,994552359852,29.07.2026 08:32,paketdenkenar_zeng,-1.5,onlayn ödəniş,"Paketdənkənar ölkədaxili zəng (5 dəq, 0.30₼/dəq)"
TX00112,994554072247,31.07.2026 00:09,paket_alisi,-19.0,chatbot,İnternet paketi alındı: Aylıq 15 GB
TX00104,994557167868,01.08.2026 02:42,balans_artirma,20,Bakcell tətbiqi,Balans artırıldı
TX00355,994552752368,01.08.2026 13:38,paketdenkenar_zeng,-2.4,chatbot,"Paketdənkənar ölkədaxili zəng (8 dəq, 0.30₼/dəq)"
TX00309,994556372899,02.08.2026 03:51,tarif_yenilenmesi,-14.99,Bakcell tətbiqi,Tarif yeniləndi: GO 14.99 (*915*2#)
TX00050,994557777412,02.08.2026 07:59,tarif_yenilenmesi,-7.99,555 zəng mərkəzi,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00127,994553377617,02.08.2026 17:56,paket_alisi,-12.0,Bakcell tətbiqi,İnternet paketi alındı: Aylıq 6 GB
TX00020,994995749118,04.08.2026 12:50,balans_yoxlama_ussd,-0.19,onlayn ödəniş,Balans yoxlanışı (*100#)
TX00191,994554544091,04.08.2026 14:41,paketdenkenar_zeng,-0.3,Bakcell tətbiqi,"Paketdənkənar ölkədaxili zəng (1 dəq, 0.30₼/dəq)"
TX00321,994550663847,04.08.2026 17:38,paketdenkenar_sms,-0.57,Bakcell tətbiqi,"Paketdənkənar SMS (3 ədəd, 0.19₼)"
TX00239,994997872009,05.08.2026 07:32,balans_yoxlama_ussd,-0.19,chatbot,Balans yoxlanışı (*100#)
TX00263,994994008599,05.08.2026 22:16,balans_artirma,50,chatbot,Balans artırıldı
TX00282,994550639436,06.08.2026 02:46,balans_yoxlama_ussd,-0.19,Bakcell tətbiqi,Balans yoxlanışı (*100#)
TX00137,994557760207,07.08.2026 09:19,balans_yoxlama_ussd,-0.19,onlayn ödəniş,Balans yoxlanışı (*100#)
TX00195,994554544091,07.08.2026 13:09,balans_artirma,1,Bakcell tətbiqi,Balans artırıldı
TX00176,994554813734,07.08.2026 20:03,paket_alisi,-29.0,chatbot,İnternet paketi alındı: Aylıq 30 GB
TX00161,994557180023,07.08.2026 20:43,paketdenkenar_zeng,-2.1,Bakcell tətbiqi,"Paketdənkənar ölkədaxili zəng (7 dəq, 0.30₼/dəq)"
TX00088,994992616751,08.08.2026 02:33,paketdenkenar_zeng,-1.8,555 zəng mərkəzi,"Paketdənkənar ölkədaxili zəng (6 dəq, 0.30₼/dəq)"
TX00065,994559729975,09.08.2026 15:49,balans_artirma,3,Bakcell tətbiqi,Balans artırıldı
TX00182,994552675112,09.08.2026 19:17,balans_artirma,1,onlayn ödəniş,Balans artırıldı
TX00183,994552675112,09.08.2026 21:43,paket_alisi,-29.0,Bakcell tətbiqi,İnternet paketi alındı: Aylıq 30 GB
TX00331,994555856732,10.08.2026 03:22,tarif_yenilenmesi,-11.99,chatbot,Tarif yeniləndi: GO 11.99 (*905*2#)
TX00247,994999835503,10.08.2026 10:36,balans_artirma,3,USSD,Balans artırıldı
TX00245,994550862019,11.08.2026 08:03,tarif_yenilenmesi,-19.99,onlayn ödəniş,Tarif yeniləndi: GO 19.99 (*920*2#)
TX00074,994997986828,11.08.2026 13:33,paketdenkenar_sms,-0.19,Bakcell tətbiqi,"Paketdənkənar SMS (1 ədəd, 0.19₼)"
TX00109,994554072247,11.08.2026 16:49,balans_artirma,1,Bakcell tətbiqi,Balans artırıldı
TX00120,994559310025,11.08.2026 19:40,paketdenkenar_zeng,-2.7,555 zəng mərkəzi,"Paketdənkənar ölkədaxili zəng (9 dəq, 0.30₼/dəq)"
TX00250,994999835503,12.08.2026 11:59,paket_alisi,-1.5,chatbot,İnternet paketi alındı: Gündəlik 1 GB
TX00032,994993212233,12.08.2026 16:07,balans_artirma,3,USSD,Balans artırıldı
TX00007,994551815908,13.08.2026 00:58,paket_alisi,-19.0,Bakcell tətbiqi,İnternet paketi alındı: Aylıq 15 GB
TX00347,994554577691,13.08.2026 03:23,paketdenkenar_sms,-0.38,USSD,"Paketdənkənar SMS (2 ədəd, 0.19₼)"
TX00080,994553340187,13.08.2026 16:30,tarif_deyisikliyi,-7.99,Bakcell tətbiqi,Tarif dəyişdirildi: GO 7.99 (keçid 0₼ + abunə haqqı)
TX00291,994999874906,14.08.2026 03:14,paketdenkenar_zeng,-2.7,USSD,"Paketdənkənar ölkədaxili zəng (9 dəq, 0.30₼/dəq)"
TX00174,994554813734,14.08.2026 19:09,tarif_yenilenmesi,-19.99,onlayn ödəniş,Tarif yeniləndi: GO 19.99 (*920*2#)
TX00082,994992616751,15.08.2026 03:35,paket_alisi,-6.0,555 zəng mərkəzi,İnternet paketi alındı: Aylıq 1.5 GB
TX00235,994997872009,15.08.2026 09:46,balans_artirma,20,Bakcell tətbiqi,Balans artırıldı
TX00134,994558341704,19.08.2026 00:42,balans_artirma,3,USSD,Balans artırıldı
TX00327,994554677096,19.08.2026 04:54,tarif_yenilenmesi,-11.99,chatbot,Tarif yeniləndi: GO 11.99 (*905*2#)
TX00095,994994628897,19.08.2026 07:12,balans_artirma,10,onlayn ödəniş,Balans artırıldı
TX00310,994556372899,20.08.2026 08:16,balans_yoxlama_ussd,-0.19,chatbot,Balans yoxlanışı (*100#)
TX00201,994554449454,20.08.2026 19:57,tarif_yenilenmesi,-19.99,USSD,Tarif yeniləndi: GO 19.99 (*920*2#)
TX00006,994551815908,21.08.2026 02:34,paket_alisi,-29.0,USSD,İnternet paketi alındı: Aylıq 30 GB
TX00155,994992883143,21.08.2026 05:16,balans_yoxlama_ussd,-0.19,555 zəng mərkəzi,Balans yoxlanışı (*100#)
TX00172,994995378383,21.08.2026 11:59,balans_artirma,1,555 zəng mərkəzi,Balans artırıldı
TX00319,994552359852,21.08.2026 20:28,paketdenkenar_zeng,-2.4,555 zəng mərkəzi,"Paketdənkənar ölkədaxili zəng (8 dəq, 0.30₼/dəq)"
TX00242,994550862019,21.08.2026 23:50,tarif_yenilenmesi,-19.99,USSD,Tarif yeniləndi: GO 19.99 (*920*2#)
TX00266,994994008599,22.08.2026 05:45,paketdenkenar_zeng,-1.5,Bakcell tətbiqi,"Paketdənkənar ölkədaxili zəng (5 dəq, 0.30₼/dəq)"
TX00131,994558341704,22.08.2026 12:03,balans_artirma,10,USSD,Balans artırıldı
TX00298,994999874906,23.08.2026 13:22,paket_alisi,-1.5,onlayn ödəniş,İnternet paketi alındı: Gündəlik 1 GB
TX00314,994552359852,23.08.2026 22:51,balans_yoxlama_ussd,-0.19,555 zəng mərkəzi,Balans yoxlanışı (*100#)
TX00241,994550862019,24.08.2026 21:26,tarif_yenilenmesi,-19.99,555 zəng mərkəzi,Tarif yeniləndi: GO 19.99 (*920*2#)
TX00037,994996661760,25.08.2026 04:56,tarif_deyisikliyi,-14.99,Bakcell tətbiqi,Tarif dəyişdirildi: GO 14.99 (keçid 0₼ + abunə haqqı)
TX00311,994556372899,25.08.2026 15:14,paket_alisi,-2.0,Bakcell tətbiqi,İnternet paketi alındı: Limitsiz gecə interneti (00:00-08:00)
TX00320,994552359852,25.08.2026 15:18,balans_yoxlama_ussd,-0.19,555 zəng mərkəzi,Balans yoxlanışı (*100#)
TX00162,994557180023,25.08.2026 15:37,paketdenkenar_sms,-0.57,chatbot,"Paketdənkənar SMS (3 ədəd, 0.19₼)"
TX00119,994559310025,26.08.2026 06:39,balans_artirma,1,chatbot,Balans artırıldı
TX00021,994994650752,26.08.2026 23:31,tarif_yenilenmesi,-14.99,onlayn ödəniş,Tarif yeniləndi: GO 14.99 (*915*2#)
TX00227,994552542821,27.08.2026 15:47,tarif_yenilenmesi,-7.99,USSD,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00244,994550862019,27.08.2026 19:05,balans_artirma,3,chatbot,Balans artırıldı
TX00335,994555856732,28.08.2026 11:30,paket_alisi,-2.0,chatbot,İnternet paketi alındı: Limitsiz gecə interneti (00:00-08:00)
TX00073,994559729975,28.08.2026 15:38,paket_alisi,-2.0,555 zəng mərkəzi,İnternet paketi alındı: Limitsiz gecə interneti (00:00-08:00)
TX00146,994997924708,29.08.2026 12:31,balans_artirma,20,555 zəng mərkəzi,Balans artırıldı
TX00292,994999874906,29.08.2026 16:42,tarif_yenilenmesi,-7.99,USSD,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00038,994996661760,29.08.2026 17:00,tarif_yenilenmesi,-7.99,555 zəng mərkəzi,Tarif yeniləndi: GO 7.99 (*903*2#)
TX00106,994557167868,29.08.2026 21:27,tarif_yenilenmesi,-11.99,USSD,Tarif yeniləndi: GO 11.99 (*905*2#)
TX00223,994996605366,31.08.2026 10:37,balans_artirma,3,Bakcell tətbiqi,Balans artırıldı
TX00224,994996605366,31.08.2026 13:37,balans_artirma,5,chatbot,Balans artırıldı
